,Modelo,Motorizacion,Categoria,MTMA_Kg,Consumo_electrico_kWh/10km,Potencia_electrica_kW,Autonomia_electrica_km,Capacidad_bateria_kWh,Consumo Mínimo,Consumo Máximo,Emisiones Mínimo,Emisiones Máximo
2418,Peugeot 308 5P Active PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2120.0,14.7,80.0,60.0,12.4,1.4,1.4,31.0,31.0
2419,Peugeot 308 5P Allure Eléctrico 156 (115 Kw),Eléctricos puros,M1,2110.0,14.4,115.0,413.0,54.0,0.0,0.0,0.0,0.0
2420,Peugeot 308 5P Allure Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2120.0,14.7,80.0,60.0,12.4,1.4,1.4,31.0,31.0
2421,Peugeot 308 5P Allure PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2120.0,14.7,80.0,60.0,12.4,1.4,1.4,31.0,31.0
2422,Peugeot 308 5P GT Eléctrico 156 (115 Kw),Eléctricos puros,M1,2110.0,14.4,115.0,413.0,54.0,0.0,0.0,0.0,0.0
2423,Peugeot 308 5P GT Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2120.0,15.0,80.0,60.0,12.4,1.4,1.4,31.0,31.0
2424,Peugeot 308 5P GT Pack PLUG-IN HYBRID 225 eEAT8,Híbridos enchufables,M1,2120.0,15.6,80.0,60.0,12.4,1.3,1.3,30.0,30.0
2425,Peugeot 308 5P GT PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2120.0,15.0,80.0,60.0,12.4,1.4,1.4,31.0,31.0
2426,Peugeot 308 5P GT PLUG-IN HYBRID 225 eEAT8,Híbridos enchufables,M1,2120.0,15.7,80.0,60.0,12.4,1.3,1.3,30.0,30.0
2427,Peugeot 308 SW Active Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2170.0,14.8,80.0,60.0,12.4,1.4,1.4,31.0,31.0
2428,Peugeot 308 SW Active PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2170.0,14.8,80.0,60.0,12.4,1.4,1.4,31.0,31.0
2429,Peugeot 308 SW Allure Eléctrico 156 (115 Kw),Eléctricos puros,M1,2175.0,14.4,115.0,413.0,54.0,0.0,0.0,0.0,0.0
2430,Peugeot 308 SW Allure Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2170.0,14.8,80.0,60.0,12.4,1.4,1.4,31.0,31.0
2431,Peugeot 308 SW Allure PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2170.0,14.8,80.0,60.0,12.4,1.4,1.4,31.0,31.0
2432,Peugeot 308 SW GT Eléctrico 156 (115 Kw),Eléctricos puros,M1,2175.0,14.4,115.0,413.0,54.0,0.0,0.0,0.0,0.0
2433,Peugeot 308 SW GT Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2170.0,15.0,80.0,60.0,12.4,1.4,1.4,31.0,31.0
2434,Peugeot 308 SW GT Pack PLUG-IN HYBRID 225 eEAT8,Híbridos enchufables,M1,2170.0,15.6,80.0,60.0,12.4,1.3,1.3,30.0,30.0
2435,Peugeot 308 SW GT PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2170.0,15.0,80.0,60.0,12.4,1.4,1.4,31.0,31.0
2436,Peugeot 308 SW GT PLUG-IN HYBRID 225 eEAT8,Híbridos enchufables,M1,2170.0,15.6,80.0,60.0,12.4,1.3,1.3,30.0,30.0
2437,Peugeot 408 Allure Pack PLUG-IN HYBRID 180 e-EAT8,Híbridos enchufables,M1,2220.0,14.4,80.0,60.0,12.4,1.0,1.3,24.0,30.0
2438,Peugeot 408 Allure Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2220.0,14.4,80.0,60.0,12.4,1.0,1.3,24.0,30.0
2439,Peugeot 408 Allure PLUG-IN HYBRID 180 e-EAT8,Híbridos enchufables,M1,2220.0,14.4,80.0,60.0,12.4,1.0,1.3,24.0,30.0
2440,Peugeot 408 First Edition PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2220.0,14.4,80.0,60.0,12.4,1.0,1.3,24.0,30.0
2441,Peugeot 408 GT PLUG-IN HYBRID 180 e-EAT8,Híbridos enchufables,M1,2220.0,14.4,80.0,60.0,12.4,1.0,1.3,24.0,30.0
2442,Peugeot 408 GT PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2220.0,14.4,80.0,60.0,12.4,1.0,1.3,24.0,30.0
2443,Peugeot 508 508 5P Active Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,16.1,81.0,53.0,11.8,1.2,1.7,27.0,38.0
2444,Peugeot 508 508 5P Allure HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,161.0,80.0,53.0,11.8,1.2,1.7,27.0,38.0
2445,Peugeot 508 508 5P Allure Pack HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,161.0,80.0,53.0,11.8,1.2,1.7,27.0,38.0
2446,Peugeot 508 508 5P Allure Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,16.1,81.0,53.0,11.8,1.2,1.7,27.0,38.0
2447,Peugeot 508 508 5P GT HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,161.0,80.0,53.0,11.8,1.2,1.7,27.0,38.0
2449,Peugeot 508 508 5P GT HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,161.0,80.0,54.0,11.8,1.2,1.7,27.0,38.0
2451,Peugeot 508 508 5P GT Line HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,161.0,80.0,54.0,11.8,1.2,1.7,27.0,38.0
2452,Peugeot 508 508 5P GT Pack HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,161.0,80.0,53.0,11.8,1.2,1.7,27.0,38.0
2453,Peugeot 508 508 5P GT Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,16.1,81.0,53.0,11.8,1.2,1.7,27.0,38.0
2454,Peugeot 508 508 5P GT PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,16.1,81.0,53.0,11.8,1.2,1.7,27.0,38.0
2455,Peugeot 508 508 5P PSE HYBRID 360 e-EAT8,Híbridos enchufables,M1,2270.0,166.0,164.0,46.0,11.5,1.8,2.0,42.0,46.0
2456,Peugeot 508 508 5P PSE PLUG-IN HYBRID4 360 e-EAT8,Híbridos enchufables,M1,2340.0,16.1,164.0,45.0,11.5,1.8,1.8,42.0,42.0
2457,Peugeot 508 508 SW Active Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,16.1,81.0,52.0,11.8,1.2,1.7,27.0,38.0
2458,Peugeot 508 508 SW Allure HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,161.0,80.0,53.0,11.8,1.2,1.7,27.0,38.0
2459,Peugeot 508 508 SW Allure Pack HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,161.0,80.0,53.0,11.8,1.2,1.7,27.0,38.0
2460,Peugeot 508 508 SW Allure Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,16.1,81.0,52.0,11.8,1.2,1.7,27.0,38.0
2461,Peugeot 508 508 SW GT HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,161.0,80.0,53.0,11.8,1.2,1.7,27.0,38.0
2463,Peugeot 508 508 SW GT HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,161.0,80.0,52.0,11.8,1.2,1.7,27.0,38.0
2465,Peugeot 508 508 SW GT Line HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,161.0,80.0,52.0,11.8,1.2,1.7,27.0,38.0
2466,Peugeot 508 508 SW GT Pack HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,161.0,80.0,53.0,11.8,1.2,1.7,27.0,38.0
2467,Peugeot 508 508 SW GT Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,16.1,81.0,52.0,11.8,1.2,1.7,27.0,38.0
2468,Peugeot 508 508 SW GT PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,16.1,81.0,52.0,11.8,1.2,1.7,27.0,38.0
2469,Peugeot 508 508 SW PSE HYBRID 360 e-EAT8,Híbridos enchufables,M1,2290.0,166.0,164.0,46.0,11.5,1.8,2.0,42.0,46.0
2470,Peugeot 508 508 SW PSE PLUG-IN HYBRID 360 e-EAT8,Híbridos enchufables,M1,2360.0,16.1,164.0,45.0,11.5,1.8,1.8,42.0,42.0
2471,Peugeot 508 5P Allure PLUG-IN HYBRID 180 e-EAT8,Híbridos enchufables,M1,2280.0,18.0,81.2,68.0,12.4,1.1,1.3,26.0,30.0
2472,Peugeot 508 5P GT PLUG-IN HYBRID 180 e-EAT8,Híbridos enchufables,M1,2280.0,19.0,81.2,66.0,12.4,1.1,1.3,26.0,30.0
2473,Peugeot 508 Nuevo 508 5P Active Pack Hybrid 225 e-AT8,Híbridos enchufables,M1,2270.0,16.1,80.0,53.0,11.8,1.2,1.7,27.0,38.0
2474,Peugeot 508 Nuevo 508 SW Active Pack Hybrid 225 e-AT8,Híbridos enchufables,M1,2290.0,16.1,80.0,53.0,11.8,1.2,1.7,27.0,38.0
2475,Peugeot 508 SW Allure PLUG-IN HYBRID 180 e-EAT8,Híbridos enchufables,M1,2300.0,18.0,81.2,67.0,12.4,1.2,1.4,28.0,32.0
2476,Peugeot 508 SW GT PLUG-IN HYBRID 180 e-EAT8,Híbridos enchufables,M1,2300.0,19.0,81.2,65.0,12.4,1.2,1.4,28.0,32.0
2477,Peugeot E-308 5P Allure Eléctrico 156 (115 Kw),Eléctricos puros,M1,2110.0,14.4,115.0,413.0,54.0,0.0,0.0,0.0,0.0
2478,Peugeot E-308 5P GT Eléctrico 156 (115 Kw),Eléctricos puros,M1,2110.0,14.4,115.0,413.0,54.0,0.0,0.0,0.0,0.0
2479,Peugeot E-308 5P Style Eléctrico 156 (115 Kw),Eléctricos puros,M1,2110.0,14.4,115.0,413.0,54.0,0.0,0.0,0.0,0.0
2480,Peugeot E-308 SW Allure Eléctrico 156 (115 Kw),Eléctricos puros,M1,2175.0,14.4,115.0,413.0,54.0,0.0,0.0,0.0,0.0
2481,Peugeot E-308 SW GT Eléctrico 156 (115 Kw),Eléctricos puros,M1,2175.0,14.4,115.0,413.0,54.0,0.0,0.0,0.0,0.0
2482,Peugeot Expert Combi e-Expert Combi Eléctrico 100 Kw Batería 50 Kwh Compact,Eléctricos puros,M1,2925.0,281.6,100.0,196.0,50.0,0.0,0.0,0.0,0.0
2483,Peugeot Expert Combi e-Expert Combi Eléctrico 100 Kw Batería 50 Kwh Long,Eléctricos puros,M1,3030.0,281.6,100.0,196.0,50.0,0.0,0.0,0.0,0.0
2484,Peugeot Expert Combi e-Expert Combi Eléctrico 100 Kw Batería 50 Kwh Standard,Eléctricos puros,M1,3015.0,281.6,100.0,196.0,50.0,0.0,0.0,0.0,0.0
2485,Peugeot Expert Combi e-Expert Combi Eléctrico 100 Kw Batería 75 Kwh Long,Eléctricos puros,M1,3100.0,294.9,100.0,285.0,75.0,0.0,0.0,0.0,0.0
2486,Peugeot Expert Combi e-Expert Combi Eléctrico 100 Kw Batería 75 Kwh Standard,Eléctricos puros,M1,3100.0,294.9,100.0,285.0,75.0,0.0,0.0,0.0,0.0
2487,Peugeot Expert e-Expert Doble Cabina Fija Eléctrico 100 Kw Batería 75 Kwh Standard,Eléctricos puros,N1,3090.0,29.5,100.0,285.0,75.0,0.0,0.0,0.0,0.0
2488,Peugeot Expert e-EXPERT Doble Cabina Replegable Pro Eléctrico 100 KW Batería 50 Kwh Standard,Eléctricos puros,N1,3090.0,268.0,100.0,315.0,75.0,0.0,0.0,0.0,0.0
2489,Peugeot Expert e-Expert Doble Cabina Replegable Pro Eléctrico 100 Kw Batería 75 Kwh Standard,Eléctricos puros,N1,3090.0,29.5,100.0,285.0,75.0,0.0,0.0,0.0,0.0
2490,Peugeot Expert e-Expert Furgón Eléctrico 100 Kw Batería 50 Kwh Long,Eléctricos puros,N1,2890.0,28.2,100.0,196.0,50.0,0.0,0.0,0.0,0.0
2491,Peugeot Expert e-Expert Furgón Eléctrico 100 Kw Batería 50 Kwh Standard,Eléctricos puros,N1,2865.0,28.2,100.0,196.0,50.0,0.0,0.0,0.0,0.0
2492,Peugeot Expert e-Expert Furgón Eléctrico 100 Kw Batería 75 Kwh Long,Eléctricos puros,N1,3045.0,29.5,100.0,285.0,75.0,0.0,0.0,0.0,0.0
2493,Peugeot Expert e-Expert Furgón Eléctrico 100 Kw Batería 75 Kwh Standard,Eléctricos puros,N1,3015.0,29.5,100.0,285.0,75.0,0.0,0.0,0.0,0.0
2494,Peugeot Expert e-EXPERT Furgón Premium Eléctrico 100 KW Batería 50 Kwh Standard,Eléctricos puros,N1,2875.0,251.0,100.0,221.0,50.0,0.0,0.0,0.0,0.0
2495,Peugeot Expert e-EXPERT Furgón Premium Eléctrico 100 KW Batería 75 Kwh Long,Eléctricos puros,N1,3055.0,268.0,100.0,315.0,75.0,0.0,0.0,0.0,0.0
2496,Peugeot Expert e-Expert Furgón Premium Eléctrico 100 Kw Batería 75 Kwh Long,Eléctricos puros,N1,3045.0,294.9,100.0,285.0,75.0,0.0,0.0,0.0,0.0
2497,Peugeot Expert e-EXPERT Furgón Premium Eléctrico 100 KW Batería 75 Kwh Standard,Eléctricos puros,N1,3100.0,270.0,100.0,313.0,75.0,0.0,0.0,0.0,0.0
2498,Peugeot Expert e-Expert Furgón Pro Eléctrico 100 Kw Batería 50 Kwh Compact,Eléctricos puros,N1,2830.0,281.6,100.0,196.0,50.0,0.0,0.0,0.0,0.0
2499,Peugeot Expert e-Expert Furgón Pro Eléctrico 100 Kw Batería 50 Kwh Long,Eléctricos puros,N1,2890.0,281.6,100.0,196.0,50.0,0.0,0.0,0.0,0.0
2500,Peugeot Expert e-Expert Furgón Pro Eléctrico 100 Kw Batería 50 Kwh Premium,Eléctricos puros,N1,2865.0,281.6,100.0,196.0,50.0,0.0,0.0,0.0,0.0
2501,Peugeot Expert e-Expert Furgón Pro Eléctrico 100 Kw Batería 50 Kwh Standard,Eléctricos puros,N1,2865.0,281.6,100.0,196.0,50.0,0.0,0.0,0.0,0.0
2502,Peugeot Expert e-Expert Furgón Pro Eléctrico 100 Kw Batería 75 Kwh Long,Eléctricos puros,N1,3045.0,294.9,100.0,285.0,75.0,0.0,0.0,0.0,0.0
2503,Peugeot Expert e-Expert Furgón Pro Eléctrico 100 Kw Batería 75 Kwh Premium,Eléctricos puros,N1,3015.0,294.9,100.0,285.0,75.0,0.0,0.0,0.0,0.0
2504,Peugeot Expert e-Expert Furgón Pro Eléctrico 100 Kw Batería 75 Kwh Standard,Eléctricos puros,N1,3015.0,294.9,100.0,285.0,75.0,0.0,0.0,0.0,0.0
2505,Peugeot Expert e-Expert Plataforma Cabina Eléctrico 100 Kw Batería 75 Kwh Standard,Eléctricos puros,N1,3090.0,29.5,100.0,285.0,75.0,0.0,0.0,0.0,0.0
2506,Peugeot ION ION,Eléctricos puros,M1,1450.0,126.0,35.0,150.0,14.5,0.0,0.0,0.0,0.0
2507,Peugeot N2008 Active Eléctrico 156 (115Kw),Eléctricos puros,M1,2030.0,14.2,115.0,434.0,54.0,0.0,0.0,0.0,0.0
2508,Peugeot N2008 Allure Eléctrico 156 (115Kw),Eléctricos puros,M1,2030.0,14.2,115.0,434.0,54.0,0.0,0.0,0.0,0.0
2509,Peugeot N2008 First Edition Eléctrico 156 (115Kw),Eléctricos puros,M1,2030.0,14.2,115.0,434.0,54.0,0.0,0.0,0.0,0.0
2510,Peugeot N2008 GT Eléctrico 136 (100 Kw),Eléctricos puros,M1,2030.0,16.7,100.0,345.0,50.0,0.0,0.0,0.0,0.0
2511,Peugeot N2008 GT Eléctrico 156 (115Kw),Eléctricos puros,M1,2030.0,14.2,115.0,434.0,54.0,0.0,0.0,0.0,0.0
2512,Peugeot N308 Nuevo 308 5P Active Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2120.0,14.7,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2513,Peugeot N308 Nuevo 308 5P Allure Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2120.0,14.7,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2514,Peugeot N308 Nuevo 308 5P Allure PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2120.0,14.7,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2515,Peugeot N308 Nuevo 308 5P GT Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2120.0,15.0,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2516,Peugeot N308 Nuevo 308 5P GT Pack PLUG-IN HYBRID 225 eEAT8,Híbridos enchufables,M1,2120.0,15.6,80.0,60.0,12.4,1.1,1.3,24.0,30.0
2517,Peugeot N308 Nuevo 308 5P GT PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2120.0,15.0,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2518,Peugeot N308 Nuevo 308 5P GT PLUG-IN HYBRID 225 eEAT8,Híbridos enchufables,M1,2120.0,15.7,80.0,60.0,12.4,1.1,1.3,24.0,30.0
2519,Peugeot N308 Nuevo 308 SW Active Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2170.0,14.8,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2520,Peugeot N308 Nuevo 308 SW Allure Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2170.0,14.8,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2521,Peugeot N308 Nuevo 308 SW Allure PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2170.0,14.8,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2522,Peugeot N308 Nuevo 308 SW GT Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2170.0,15.0,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2523,Peugeot N308 Nuevo 308 SW GT Pack PLUG-IN HYBRID 225 eEAT8,Híbridos enchufables,M1,2170.0,15.6,80.0,60.0,12.4,1.1,1.3,24.0,30.0
2524,Peugeot N308 Nuevo 308 SW GT PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2170.0,15.0,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2525,Peugeot N308 Nuevo 308 SW GT PLUG-IN HYBRID 225 eEAT8,Híbridos enchufables,M1,2170.0,15.6,80.0,60.0,12.4,1.1,1.3,24.0,30.0
2526,Peugeot Nuevo 2008 2008 Style eléctrico 136 (100Kw),Eléctricos puros,M1,2030.0,17.6,100.0,324.0,50.0,0.0,0.0,0.0,0.0
2527,Peugeot Nuevo 208 208 5P Active Eléctrico 136,Eléctricos puros,M1,1910.0,175.8,100.0,313.0,50.0,0.0,0.0,0.0,0.0
2528,Peugeot Nuevo 208 208 5P Active Eléctrico Gen2 115,Eléctricos puros,M1,1910.0,15.4,115.0,398.0,51.0,0.0,0.0,0.0,0.0
2529,Peugeot Nuevo 208 208 5P Active Pack Eléctrico 136,Eléctricos puros,M1,1910.0,175.8,100.0,313.0,50.0,0.0,0.0,0.0,0.0
2530,Peugeot Nuevo 208 208 5P Allure Eléctrico 100,Eléctricos puros,M1,1910.0,175.8,100.0,313.0,50.0,0.0,0.0,0.0,0.0
2531,Peugeot Nuevo 208 208 5P Allure Eléctrico 136,Eléctricos puros,M1,1910.0,175.8,100.0,313.0,50.0,0.0,0.0,0.0,0.0
2532,Peugeot Nuevo 208 208 5P Allure Eléctrico Gen2 115,Eléctricos puros,M1,1910.0,15.4,115.0,398.0,51.0,0.0,0.0,0.0,0.0
2533,Peugeot Nuevo 208 208 5P Allure Pack Eléctrico 136,Eléctricos puros,M1,1910.0,175.8,100.0,313.0,50.0,0.0,0.0,0.0,0.0
2534,Peugeot Nuevo 208 208 5P GT Eléctrico 100,Eléctricos puros,M1,1910.0,175.8,100.0,313.0,50.0,0.0,0.0,0.0,0.0
2535,Peugeot Nuevo 208 208 5P GT Eléctrico 136,Eléctricos puros,M1,1910.0,175.8,100.0,313.0,50.0,0.0,0.0,0.0,0.0
2536,Peugeot Nuevo 208 208 5P GT Eléctrico Gen2 115,Eléctricos puros,M1,1910.0,15.4,115.0,398.0,51.0,0.0,0.0,0.0,0.0
2537,Peugeot Nuevo 208 208 5P GT Line Eléctrico 100,Eléctricos puros,M1,1910.0,175.8,100.0,313.0,50.0,0.0,0.0,0.0,0.0
2538,Peugeot Nuevo 208 208 5P GT Pack Eléctrico 136,Eléctricos puros,M1,1910.0,175.8,100.0,313.0,50.0,0.0,0.0,0.0,0.0
2539,Peugeot Nuevo 208 208 5P Style Eléctrico 100,Eléctricos puros,M1,1910.0,17.6,100.0,313.0,50.0,0.0,0.0,0.0,0.0
2540,Peugeot Nuevo 3008 Allure Plug-in HYBRID 195 e-DCT7,Híbridos enchufables,M1,2420.0,22.1,92.0,86.0,17.9,0.8,1.3,18.0,30.0
2541,Peugeot Nuevo 3008 GT Plug-in HYBRID 195 e-DCT7,Híbridos enchufables,M1,2420.0,22.5,92.0,86.0,17.9,0.8,1.3,18.0,30.0
2542,Peugeot Nuevo 308 Nuevo 308 5P Active Pack Hybrid 180 eEAT8,Híbridos enchufables,M1,2120.0,14.7,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2543,Peugeot Nuevo 308 Nuevo 308 5P Allure Hybrid 180 eEAT8,Híbridos enchufables,M1,2120.0,14.7,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2544,Peugeot Nuevo 308 Nuevo 308 5P Allure Pack Hybrid 180 eEAT8,Híbridos enchufables,M1,2120.0,14.7,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2545,Peugeot Nuevo 308 Nuevo 308 5P GT Hybrid 180 eEAT8,Híbridos enchufables,M1,2120.0,15.0,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2546,Peugeot Nuevo 308 Nuevo 308 5P GT Hybrid 225 eEAT8,Híbridos enchufables,M1,2120.0,15.7,80.0,60.0,12.4,1.1,1.3,24.0,30.0
2547,Peugeot Nuevo 308 Nuevo 308 5P GT Pack Hybrid 180 eEAT8,Híbridos enchufables,M1,2120.0,15.0,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2548,Peugeot Nuevo 308 Nuevo 308 5P GT Pack Hybrid 225 eEAT8,Híbridos enchufables,M1,2120.0,15.6,80.0,60.0,12.4,1.1,1.3,24.0,30.0
2549,Peugeot Nuevo 308 Nuevo 308 SW Active Pack Hybrid 180 eEAT8,Híbridos enchufables,M1,2170.0,14.8,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2550,Peugeot Nuevo 308 Nuevo 308 SW Allure Hybrid 180 eEAT8,Híbridos enchufables,M1,2170.0,14.8,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2551,Peugeot Nuevo 308 Nuevo 308 SW Allure Pack Hybrid 180 eEAT8,Híbridos enchufables,M1,2170.0,14.8,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2552,Peugeot Nuevo 308 Nuevo 308 SW GT Hybrid 180 eEAT8,Híbridos enchufables,M1,2170.0,15.0,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2553,Peugeot Nuevo 308 Nuevo 308 SW GT Hybrid 225 eEAT8,Híbridos enchufables,M1,2170.0,15.6,80.0,60.0,12.4,1.1,1.3,24.0,30.0
2554,Peugeot Nuevo 308 Nuevo 308 SW GT Pack Hybrid 180 eEAT8,Híbridos enchufables,M1,2170.0,15.0,80.0,60.0,12.4,1.0,1.3,23.0,30.0
2555,Peugeot Nuevo 308 Nuevo 308 SW GT Pack Hybrid 225 eEAT8,Híbridos enchufables,M1,2170.0,15.6,80.0,60.0,12.4,1.1,1.3,24.0,30.0
2556,Peugeot Nuevo 5008 Allure Plug-in HYBRID 195 e-DCT7,Híbridos enchufables,M1,2700.0,24.8,92.0,82.0,17.8,0.8,1.3,18.0,30.0
2557,Peugeot Nuevo 5008 GT Plug-in HYBRID 195 e-DCT7,Híbridos enchufables,M1,2700.0,25.0,92.0,81.0,17.8,0.8,1.3,18.0,30.0
2558,Peugeot Nuevo E-208 5P Active Eléctrico 136 Kw (100 Kw),Eléctricos puros,M1,1910.0,15.4,100.0,363.0,46.0,0.0,0.0,0.0,0.0
2559,Peugeot Nuevo E-208 5P Allure Eléctrico 136 Kw (100 Kw),Eléctricos puros,M1,1910.0,15.5,100.0,361.0,46.0,0.0,0.0,0.0,0.0
2560,Peugeot Nuevo E-208 5P GT Eléctrico 136 Kw (100 Kw),Eléctricos puros,M1,1910.0,16.0,100.0,351.0,46.0,0.0,0.0,0.0,0.0
2561,Peugeot Nuevo E-208 5P GT Eléctrico 156 Kw (115 Kw),Eléctricos puros,M1,1910.0,14.4,115.0,400.0,48.0,0.0,0.0,0.0,0.0
2562,Peugeot Nuevo E-3008 Allure eléctrico 210 (157 kW),Eléctricos puros,M1,2640.0,16.7,157.0,527.0,73.0,0.0,0.0,0.0,0.0
2563,Peugeot Nuevo E-3008 GT eléctrico 210 (157 kW),Eléctricos puros,M1,2640.0,16.9,157.0,527.0,73.0,0.0,0.0,0.0,0.0
2564,Peugeot Nuevo E-5008 Allure eléctrico 210 (157 kW),Eléctricos puros,M1,2900.0,17.7,157.0,502.0,73.0,0.0,0.0,0.0,0.0
2565,Peugeot Nuevo E-5008 GT eléctrico 210 (157 kW),Eléctricos puros,M1,2900.0,17.9,157.0,499.0,73.0,0.0,0.0,0.0,0.0
2566,Peugeot Nuevo Partner e-Partner Doble Cabina 800Kg eléctrico 100 Kw (136 Cv),Eléctricos puros,N1,2450.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
2567,Peugeot Nuevo Partner e-Partner Long 800Kg eléctrico 100 Kw (136 Cv),Eléctricos puros,N1,2385.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
2568,Peugeot Nuevo Partner e-Partner Premiun Long 800Kg eléctrico 100 Kw (136 Cv),Eléctricos puros,N1,2385.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
2569,Peugeot Nuevo Partner e-Partner Premiun Standard 800Kg eléctrico 100 Kw (136 Cv),Eléctricos puros,N1,2390.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
2570,Peugeot Nuevo Partner e-Partner Pro Standard 800Kg eléctrico 100 Kw (136 Cv),Eléctricos puros,N1,2390.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
2571,Peugeot Nuevo Partner e-Partner Standard 800Kg eléctrico 100 Kw (136 Cv),Eléctricos puros,N1,2390.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
2572,Peugeot Rifter e-Rifter Active Pack Long 100 Kw,Eléctricos puros,M1,2320.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
2573,Peugeot Rifter e-Rifter Active Pack Standard 100 Kw,Eléctricos puros,N1,2305.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
2575,Peugeot Rifter e-Rifter Active Pack Standard 100 Kw,Eléctricos puros,M1,2305.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
2577,Peugeot Rifter e-Rifter Allure Long 100 Kw,Eléctricos puros,M1,2320.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
2579,Peugeot Rifter e-Rifter Allure Long 100 Kw,Eléctricos puros,N1,2320.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
