,Modelo,Motorizacion,Categoria,MTMA_Kg,Consumo_electrico_kWh/10km,Potencia_electrica_kW,Autonomia_electrica_km,Capacidad_bateria_kWh,Consumo Mínimo,Consumo Máximo,Emisiones Mínimo,Emisiones Máximo
2270,Opel Corsa-e (MY22.0) Elegance-e BEV 50kWh 136 CV (100kW),Eléctricos puros,M1,1920.0,16.2,100.0,345.0,50.0,0.0,0.0,0.0,0.0
2271,Opel Corsa-e (MY22.0) GS-Line-e BEV 50kWh 136 CV (100kW),Eléctricos puros,M1,1920.0,16.2,100.0,345.0,50.0,0.0,0.0,0.0,0.0
2272,Opel Corsa-e (MY22.0) Ultimate-e BEV 50kWh 136 CV (100kW),Eléctricos puros,M1,1920.0,15.9,100.0,351.0,50.0,0.0,0.0,0.0,0.0
2273,Opel Corsa-e (MY23.0) Edition BEV 50kWh 136 CV (100kW),Eléctricos puros,M1,1920.0,15.5,100.0,361.0,50.0,0.0,0.0,0.0,0.0
2274,Opel Corsa-e (MY23.0) Elegance BEV 50kWh 136 CV (100kW),Eléctricos puros,M1,1920.0,15.5,100.0,361.0,50.0,0.0,0.0,0.0,0.0
2275,Opel Corsa-e (MY23.0) GS BEV 50kWh 136 CV (100kW),Eléctricos puros,M1,1920.0,15.5,100.0,361.0,50.0,0.0,0.0,0.0,0.0
2276,Audi Q3 45 TFSI e 180 kW (245 CV) S tronic 6 vel. Advanced MY22,Híbridos enchufables,M1,2320.0,16.0,86.0,51.0,10.4,1.6,1.6,36.0,37.0
2277,Audi Q3 45 TFSI e 180 kW (245 CV) S tronic 6 vel. Advanced MY23,Híbridos enchufables,M1,2320.0,16.7,85.0,58.0,13.0,15.8,16.9,36.0,45.0
2278,Audi Q3 45 TFSI e 180 kW (245 CV) S tronic 6 vel. Advanced MY24,Híbridos enchufables,M1,2320.0,16.7,85.0,58.0,13.0,15.8,16.9,36.0,45.0
2279,Audi Q3 45 TFSI e 180 kW (245 CV) S tronic 6 vel. S line/Black line MY22,Híbridos enchufables,M1,2320.0,16.2,86.0,50.0,10.4,1.7,2.0,38.0,45.0
2280,Audi Q3 45 TFSI e 180 kW (245 CV) S tronic 6 vel. S line/Black line MY23,Híbridos enchufables,M1,2320.0,17.6,85.0,50.0,13.0,16.0,17.1,37.0,47.0
2281,Audi Q3 45 TFSI e 180 kW (245 CV) S tronic 6 vel. S line/Black line MY24,Híbridos enchufables,M1,2320.0,17.6,85.0,50.0,13.0,16.0,17.1,37.0,47.0
2282,Audi Q3 45 TFSI e 180KW (245CV) S tronic S line/Launch edition MY21,Híbridos enchufables,M1,2320.0,172.0,86.0,46.0,13.0,2.0,2.0,44.0,46.0
2283,Opel Frontera Electric (MY24.5) Edition Electric 44kWh 113 CV (83kW),Eléctricos puros,M1,2030.0,18.2,83.0,305.0,44.0,0.0,0.0,0.0,0.0
2284,Opel Frontera Electric (MY24.5) GS Electric 44kWh 113 CV (83kW),Eléctricos puros,M1,2030.0,18.2,83.0,305.0,44.0,0.0,0.0,0.0,0.0
2285,Opel Grandland PHEV (MY22.0) Business edition 1.6 Turbo  AT8 4x2 225cv,Híbridos enchufables,M1,2370.0,17.5,165.0,59.0,13.0,1.3,1.8,28.0,39.0
2286,Opel Grandland PHEV (MY22.0) GS line 1.6 Turbo  AT8 4x2 225cv,Híbridos enchufables,M1,2370.0,17.5,165.0,59.0,13.0,1.3,1.8,28.0,39.0
2287,Opel Grandland PHEV (MY22.0) GS line 1.6 Turbo  AT8 4x4 300cv,Híbridos enchufables,M1,2370.0,17.5,221.0,64.0,13.0,1.2,1.7,28.7,40.6
2288,Opel Grandland PHEV (MY22.0) Ultimate 1.6 Turbo  AT8 4x2 225cv,Híbridos enchufables,M1,2370.0,17.5,165.0,59.0,13.0,1.3,1.8,28.0,39.0
2289,Opel Grandland PHEV (MY22.0) Ultimate 1.6 Turbo  AT8 4x4 300cv,Híbridos enchufables,M1,2370.0,17.5,221.0,64.0,13.0,1.2,1.7,28.7,40.6
2290,Opel Grandland PHEV (MY23.0) GS 1.6 Turbo AT8 4x2 225 cv,Híbridos enchufables,M1,2370.0,18.2,66.0,59.0,13.0,1.1,1.6,26.0,36.0
2291,Opel Grandland PHEV (MY23.0) Gse 1.6 Turbo AT8 4x4 300 cv,Híbridos enchufables,M1,2370.0,17.7,67.0,64.0,13.0,1.1,1.5,26.0,33.0
2292,Opel Mokka (MY21.0) Mokka-e BEV 50kWh Business Elegance,Eléctricos puros,M1,2015.0,17.8,100.0,324.0,50.0,0.0,0.0,0.0,0.0
2293,Opel Mokka (MY21.0) Mokka-e BEV 50kWh Edition,Eléctricos puros,M1,2015.0,17.8,100.0,324.0,50.0,0.0,0.0,0.0,0.0
2294,Opel Mokka (MY21.0) Mokka-e BEV 50kWh GS Line,Eléctricos puros,M1,2015.0,17.8,100.0,324.0,50.0,0.0,0.0,0.0,0.0
2295,Opel Mokka (MY21.0) Mokka-e BEV 50kWh Ultimate,Eléctricos puros,M1,2015.0,17.8,100.0,324.0,50.0,0.0,0.0,0.0,0.0
2296,Opel Mokka-e (MY22.0) Business elegance-e BEV 136 cv (100kW),Eléctricos puros,M1,2015.0,17.0,100.0,363.0,50.0,0.0,0.0,0.0,0.0
2297,Opel Mokka-e (MY22.0) Edition-e BEV 136 cv (100kW),Eléctricos puros,M1,2015.0,17.0,100.0,363.0,50.0,0.0,0.0,0.0,0.0
2298,Opel Mokka-e (MY22.0) GS line-e BEV 136 cv (100kW),Eléctricos puros,M1,2015.0,17.0,100.0,363.0,50.0,0.0,0.0,0.0,0.0
2299,Opel Mokka-e (MY22.0) Ultimate-e BEV 136 cv (100kW),Eléctricos puros,M1,2015.0,17.0,100.0,363.0,50.0,0.0,0.0,0.0,0.0
2300,Opel Mokka-e (MY23.0) GS-e 136 cv (100kW),Eléctricos puros,M1,2015.0,16.7,57.0,324.0,50.0,0.0,0.0,0.0,0.0
2301,Opel Mokka-e (MY23.0) Ultimate-e 136 cv (100kW),Eléctricos puros,M1,2015.0,16.7,57.0,324.0,50.0,0.0,0.0,0.0,0.0
2302,Opel Mokka-e (MY24.0) EDITION-e 136 CV (100kW),Eléctricos puros,M1,2015.0,16.7,100.0,324.0,50.0,0.0,0.0,0.0,0.0
2303,Opel Mokka-e (MY24.0) GS-e 136 CV (100kW),Eléctricos puros,M1,2015.0,16.7,100.0,324.0,50.0,0.0,0.0,0.0,0.0
2304,Opel Mokka-e (MY24.0) GS-e 156 CV (115kW),Eléctricos puros,M1,2015.0,16.4,115.0,374.0,51.0,0.0,0.0,0.0,0.0
2305,Opel Mokka-e (MY24.0) ULTIMATE-e 136 CV (100kW),Eléctricos puros,M1,2015.0,16.7,100.0,324.0,50.0,0.0,0.0,0.0,0.0
2306,Opel Mokka-e (MY24.0) ULTIMATE-e 156 CV (115kW),Eléctricos puros,M1,2015.0,16.4,115.0,374.0,51.0,0.0,0.0,0.0,0.0
2307,Opel Movano Nuevo Movano Electric Furgón 3.5T Heavy L3 H2 Electric 200 kW Batería 110 kWh,Eléctricos puros,N1,3500.0,29.4,200.0,378.0,110.0,0.0,0.0,0.0,0.0
2308,Opel Movano Nuevo Movano Electric Furgón 3.5T Heavy L3 H3 Electric 200 kW Batería 110 kWh,Eléctricos puros,N1,3500.0,31.0,200.0,358.0,110.0,0.0,0.0,0.0,0.0
2309,Opel Movano Nuevo Movano Electric Furgón 3.5T Heavy L4 H3 Electric 200 kW Batería 110 kWh,Eléctricos puros,N1,3500.0,31.2,200.0,356.0,110.0,0.0,0.0,0.0,0.0
2310,Opel Movano Nuevo Movano Electric Furgón 4.25T Heavy L3 H3 Electric 200 kW Batería 110 kWh,Eléctricos puros,N2,4250.0,27.1,200.0,409.0,110.0,0.0,0.0,0.0,0.0
2311,Opel Movano Nuevo Movano Electric Furgón 4.25T Heavy L4 H3 Electric 200 kW Batería 110 kWh,Eléctricos puros,N2,4250.0,27.3,200.0,406.0,110.0,0.0,0.0,0.0,0.0
2312,Opel Movano-e Furgón (MY22B) EDITION Reforzada L2H2 3.5T ELÉCTRICO 37 KWh / 90KW /122CV,Eléctricos puros,N1,3500.0,36.1,90.0,117.0,37.0,0.0,0.0,0.0,0.0
2313,Opel Movano-e Furgón (MY22B) EDITION Reforzada L3H2 3.5T ELÉCTRICO 75 KWh / 90KW /122CV,Eléctricos puros,N1,3500.0,35.2,90.0,249.0,75.0,0.0,0.0,0.0,0.0
2314,Opel Movano-e Furgón (MY22B) EDITION Reforzada L3H2 4.0T ELÉCTRICO 75 KWh / 90KW /122CV,Eléctricos puros,N1,4000.0,35.2,90.0,249.0,75.0,0.0,0.0,0.0,0.0
2315,Opel Movano-e Furgón (MY22B) EDITION Reforzada L4H3 3.5T ELÉCTRICO 75 KWh / 90KW /122CV,Eléctricos puros,N1,3500.0,35.2,90.0,249.0,75.0,0.0,0.0,0.0,0.0
2316,"Opel Movano-e Furgón Opel Movano-e Furgón EDITION Reforzada L2H2 3,5T ELÉCTRICO 37 KWh / 90KW /122CV",Eléctricos puros,N1,3500.0,36.1,90.0,117.0,37.0,0.0,0.0,0.0,0.0
2317,"Opel Movano-e Furgón Opel Movano-e Furgón EDITION Reforzada L3H2 3,5T ELÉCTRICO 75 KWh / 90KW /122CV",Eléctricos puros,N1,3500.0,38.3,90.0,224.0,75.0,0.0,0.0,0.0,0.0
2318,"Opel Movano-e Furgón Opel Movano-e Furgón EDITION Reforzada L3H2 4,0T ELÉCTRICO 75 KWh / 90KW /122CV",Eléctricos puros,N2,4005.0,38.3,90.0,224.0,75.0,0.0,0.0,0.0,0.0
2319,"Opel Movano-e Furgón Opel Movano-e Furgón EDITION Reforzada L4H3 3,5T ELÉCTRICO 75 KWh / 90KW /122CV",Eléctricos puros,N1,3500.0,38.3,90.0,224.0,75.0,0.0,0.0,0.0,0.0
2320,Opel Vivaro  Nuevo Vivaro Doble Cabina Fija-M -Electric Motor 100 kW + Batería 75 kWh,Eléctricos puros,N1,3100.0,24.5,100.0,341.0,75.0,0.0,0.0,0.0,0.0
2321,Opel Vivaro  Nuevo Vivaro Furgón-L -Electric Motor 100 kW + Batería 50 kWh,Eléctricos puros,N1,2867.0,23.8,100.0,221.0,50.0,0.0,0.0,0.0,0.0
2322,Opel Vivaro  Nuevo Vivaro Furgón-L -Electric Motor 100 kW + Batería 75 kWh,Eléctricos puros,N1,3053.0,24.0,100.0,348.0,75.0,0.0,0.0,0.0,0.0
2323,Opel Vivaro  Nuevo Vivaro Furgón-M -Electric Motor 100 kW + Batería 50 kWh,Eléctricos puros,N1,2846.0,23.6,100.0,223.0,50.0,0.0,0.0,0.0,0.0
2324,Opel Vivaro  Nuevo Vivaro Furgón-M -Electric Motor 100 kW + Batería 75 kWh,Eléctricos puros,N1,3021.0,23.7,100.0,352.0,75.0,0.0,0.0,0.0,0.0
2325,Opel Vivaro Combi Nuevo Vivaro Combi Electric Motor 100 kW + 50 kWh Batería,Eléctricos puros,M1,3000.0,23.9,100.0,220.0,50.0,0.0,0.0,0.0,0.0
2326,Opel Vivaro Combi Nuevo Vivaro Combi Electric Motor 100 kW + 75 kWh Batería,Eléctricos puros,M1,3100.0,24.0,100.0,348.0,75.0,0.0,0.0,0.0,0.0
2327,Opel Vivaro Combi Nuevo Vivaro Combi Electric XL Motor 100 kW + 50 kWh Batería,Eléctricos puros,M1,3030.0,22.4,100.0,234.0,50.0,0.0,0.0,0.0,0.0
2328,Opel Vivaro Combi Nuevo Vivaro Combi Electric XL Motor 100 kW + 75 kWh Batería,Eléctricos puros,M1,3130.0,24.2,100.0,345.0,75.0,0.0,0.0,0.0,0.0
2329,"Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) L EXPRESS BEV 230 100kw / 136 CV",Eléctricos puros,M1,3030.0,28.2,100.0,238.0,50.0,0.0,0.0,0.0,0.0
2330,"Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) L EXPRESS BEV 330 100kw / 136 CV",Eléctricos puros,M1,3100.0,29.5,100.0,315.0,75.0,0.0,0.0,0.0,0.0
2331,"Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) M EXPRESS BEV 230 100kw / 136 CV",Eléctricos puros,M1,3015.0,28.1,100.0,220.0,50.0,0.0,0.0,0.0,0.0
2332,"Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) M EXPRESS BEV 330 100kw / 136 CV",Eléctricos puros,M1,3100.0,29.5,100.0,317.0,75.0,0.0,0.0,0.0,0.0
2333,Opel Vivaro Furgón-e (MY22.0) L SELECT BEV 230 100kw/136CV,Eléctricos puros,N1,2890.0,28.1,100.0,220.0,50.0,0.0,0.0,0.0,0.0
2334,Opel Vivaro Furgón-e (MY22.0) L SELECT BEV 330 100kw/136CV,Eléctricos puros,N1,3045.0,29.4,100.0,316.0,75.0,0.0,0.0,0.0,0.0
2335,Opel Vivaro Furgón-e (MY22.0) M INNOVATION BEV 230 100kw/136CV,Eléctricos puros,N1,2875.0,28.1,100.0,214.0,50.0,0.0,0.0,0.0,0.0
2336,Opel Vivaro Furgón-e (MY22.0) M INNOVATION BEV 330 100kw/136CV,Eléctricos puros,N1,3025.0,28.1,100.0,308.0,75.0,0.0,0.0,0.0,0.0
2337,Opel Vivaro Furgón-e (MY22.0) M SELECT BEV 230 100kw/136CV,Eléctricos puros,N1,2865.0,28.1,100.0,222.0,50.0,0.0,0.0,0.0,0.0
2338,Opel Vivaro Furgón-e (MY22.0) M SELECT BEV 330 100kw/136CV,Eléctricos puros,N1,3015.0,28.1,100.0,319.0,75.0,0.0,0.0,0.0,0.0
2339,Opel Vivaro Furgón-e (MY22.0) S SELECT BEV 230 100kw/136CV,Eléctricos puros,N1,2830.0,28.1,100.0,223.0,50.0,0.0,0.0,0.0,0.0
2340,"Opel Vivaro plataforma-e (MY22.0) Opel Vivaro plataforma-e (MY22,0) M BEV 100 kW / 75 kWh Batería",Eléctricos puros,N1,3100.0,40.7,100.0,264.0,75.0,0.0,0.0,0.0,0.0
2341,Opel Vivaro-e (MY 21.0) Combi Express L BEV 230 136 CV (100KW),Eléctricos puros,M1,3030.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2342,Opel Vivaro-e (MY 21.0) Combi Express L BEV 330 136 CV (100KW),Eléctricos puros,M1,3100.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2343,Opel Vivaro-e (MY 21.0) Combi Express M BEV 230 136 CV (100KW),Eléctricos puros,M1,3015.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2344,Opel Vivaro-e (MY 21.0) Combi Express M BEV 330 136 CV (100KW),Eléctricos puros,M1,3100.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2345,Opel Vivaro-e (MY 21.0) Combi Express S BEV 230 136 CV (100KW),Eléctricos puros,M1,2925.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2346,Opel Vivaro-e (MY 21.0) Furgón Express L BEV 230 136 CV (100KW),Eléctricos puros,N1,2890.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2347,Opel Vivaro-e (MY 21.0) Furgón Express L BEV 330 136 CV (100KW),Eléctricos puros,N1,3045.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2348,Opel Vivaro-e (MY 21.0) Furgón Express M BEV 230 136 CV (100KW),Eléctricos puros,N1,2865.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2349,Opel Vivaro-e (MY 21.0) Furgón Express M BEV 330 136 CV (100KW),Eléctricos puros,N1,3015.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2350,Opel Vivaro-e (MY 21.0) Furgón Express S BEV 230 136 CV (100KW),Eléctricos puros,N1,2830.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2351,Opel Vivaro-e (MY 21.0) Furgón Innovation M BEV 230 136 CV (100KW),Eléctricos puros,N1,2875.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2352,Opel Vivaro-e (MY 21.0) Furgón Innovation M BEV 330 136 CV (100KW),Eléctricos puros,N1,3025.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2353,Opel Vivaro-e (MY 21.0) Furgón Select L BEV 230 136 CV (100KW),Eléctricos puros,N1,2890.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2354,Opel Vivaro-e (MY 21.0) Furgón Select L BEV 330 136 CV (100KW),Eléctricos puros,N1,3045.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2355,Opel Vivaro-e (MY 21.0) Furgón Select M BEV 230 136 CV (100KW),Eléctricos puros,N1,2865.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2356,Opel Vivaro-e (MY 21.0) Furgón Select M BEV 330 136 CV (100KW),Eléctricos puros,N1,3015.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2357,Opel Vivaro-e (MY 21.0) Furgón Select S BEV 230 136 CV (100KW),Eléctricos puros,N1,2830.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2358,Opel Zafira  Nuevo Zafira Electric GS Motor 100 kW + 75 kWh Batería,Eléctricos puros,M1,3100.0,24.1,100.0,346.0,75.0,0.0,0.0,0.0,0.0
2359,Opel Zafira  Nuevo Zafira Electric Motor 100 kW + 50 kWh Batería,Eléctricos puros,M1,2941.0,24.0,100.0,220.0,50.0,0.0,0.0,0.0,0.0
2360,Opel Zafira  Nuevo Zafira Electric Motor 100 kW + 75 kWh Batería,Eléctricos puros,M1,3100.0,22.4,100.0,371.0,75.0,0.0,0.0,0.0,0.0
2361,Opel Zafira  Nuevo Zafira Electric XL GS Motor 100 kW + 75 kWh Batería,Eléctricos puros,M1,3090.0,24.3,100.0,343.0,75.0,0.0,0.0,0.0,0.0
2362,Opel Zafira  Nuevo Zafira Electric XL Motor 100 kW + 50 kWh Batería,Eléctricos puros,M1,2941.0,242.0,100.0,218.0,50.0,0.0,0.0,0.0,0.0
2363,Opel Zafira  Nuevo Zafira Electric XL Motor 100 kW + 75 kWh Batería,Eléctricos puros,M1,3090.0,26.4,100.0,313.0,75.0,0.0,0.0,0.0,0.0
2364,Opel Zafira-e Life (MY21.0) Business Edition L BEV 230 136 CV (100 KW),Eléctricos puros,M1,3030.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2365,Opel Zafira-e Life (MY21.0) Business Edition L BEV 330 136 CV (100 KW),Eléctricos puros,M1,3100.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2366,Opel Zafira-e Life (MY21.0) Business Edition M BEV 230 136 CV (100 KW),Eléctricos puros,M1,3015.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2367,Opel Zafira-e Life (MY21.0) Business Edition M BEV 330 136 CV (100 KW),Eléctricos puros,M1,3100.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2368,Opel Zafira-e Life (MY21.0) Business Edition S BEV 230 136 CV (100 KW),Eléctricos puros,M1,2925.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2369,Opel Zafira-e Life (MY21.0) Business Elegance L BEV 230 136 CV (100 KW),Eléctricos puros,M1,2830.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2370,Opel Zafira-e Life (MY21.0) Business Elegance L BEV 330 136 CV (100 KW),Eléctricos puros,M1,2970.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2371,Opel Zafira-e Life (MY21.0) Business Elegance M BEV 230 136 CV (100 KW),Eléctricos puros,M1,2810.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2372,Opel Zafira-e Life (MY21.0) Business Elegance M BEV 330 136 CV (100 KW),Eléctricos puros,M1,2965.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2373,Opel Zafira-e Life (MY21.0) Edition L BEV 230 136 CV (100 KW),Eléctricos puros,M1,2965.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2374,Opel Zafira-e Life (MY21.0) Edition L BEV 330 136 CV (100 KW),Eléctricos puros,M1,3100.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2375,Opel Zafira-e Life (MY21.0) Edition M BEV 230 136 CV (100 KW),Eléctricos puros,M1,2950.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2376,Opel Zafira-e Life (MY21.0) Edition M BEV 330 136 CV (100 KW),Eléctricos puros,M1,3100.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2377,Opel Zafira-e Life (MY21.0) Edition S BEV 230 136 CV (100 KW),Eléctricos puros,M1,2855.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2378,Opel Zafira-e Life (MY21.0) Elegance L BEV 230 136 CV (100 KW),Eléctricos puros,M1,2965.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2379,Opel Zafira-e Life (MY21.0) Elegance L BEV 330 136 CV (100 KW),Eléctricos puros,M1,3100.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2380,Opel Zafira-e Life (MY21.0) Elegance M BEV 230 136 CV (100 KW),Eléctricos puros,M1,2950.0,24.7,100.0,231.0,50.0,0.0,0.0,0.0,0.0
2381,Opel Zafira-e Life (MY21.0) Elegance M BEV 330 136 CV (100 KW),Eléctricos puros,M1,3100.0,25.9,100.0,329.0,75.0,0.0,0.0,0.0,0.0
2382,Peugeot 3008 3008 Active Pack PLUG-IN HYBRID 180 e-EAT8,Híbridos enchufables,M1,2290.0,17.6,81.0,59.0,12.4,1.3,2.0,29.0,44.0
2383,Peugeot 3008 3008 Active Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,17.5,81.2,53.0,13.2,1.4,1.4,31.0,31.0
2384,Peugeot 3008 3008 Active Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,17.5,81.2,53.0,13.2,1.3,1.8,29.0,41.0
2385,Peugeot 3008 3008 Active Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,17.4,81.0,53.0,13.2,1.4,1.4,31.0,31.0
2386,Peugeot 3008 3008 Active Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,17.4,81.0,53.0,13.2,1.3,1.8,29.0,41.0
2387,Peugeot 3008 3008 Allure HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,1.3,1.8,29.0,41.0
2388,Peugeot 3008 3008 Allure Pack HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,1.3,1.8,29.0,41.0
2389,Peugeot 3008 3008 Allure Pack HYBRID 300 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,1.3,1.8,29.0,41.0
2390,Peugeot 3008 3008 Allure Pack PLUG-IN HYBRID 180 e-EAT8,Híbridos enchufables,M1,2290.0,17.6,81.0,59.0,12.4,1.3,2.0,29.0,44.0
2391,Peugeot 3008 3008 Allure Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,17.4,81.0,53.0,13.2,1.3,1.8,29.0,41.0
2392,Peugeot 3008 3008 Allure Pack PLUG-IN HYBRID4 300 e-EAT8,Híbridos enchufables,M1,2350.0,17.4,164.0,55.0,13.2,1.2,1.7,28.0,39.0
2393,Peugeot 3008 3008 GT HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,1.3,1.8,29.0,41.0
2394,Peugeot 3008 3008 GT HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,30.0,31.0,1.3,1.4
2395,Peugeot 3008 3008 GT HYBRID 225 e-EAT8,Híbridos enchufables,M1,2297.0,175.0,80.0,60.0,11.8,1.3,1.8,29.0,41.0
2396,Peugeot 3008 3008 GT HYBRID 225 e-EAT8,Híbridos enchufables,M1,2297.0,175.0,80.0,60.0,11.8,30.0,31.0,1.3,1.4
2397,Peugeot 3008 3008 GT HYBRID 300 e-EAT8,Híbridos enchufables,M1,2330.0,174.0,160.0,62.0,13.2,29.0,30.0,1.3,1.3
2398,Peugeot 3008 3008 GT HYBRID 300 e-EAT8,Híbridos enchufables,M1,2330.0,174.0,160.0,62.0,13.2,1.3,1.8,29.0,41.0
2399,Peugeot 3008 3008 GT HYBRID 300 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,29.0,30.0,1.3,1.3
2400,Peugeot 3008 3008 GT HYBRID 300 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,1.3,1.8,29.0,41.0
2401,Peugeot 3008 3008 GT Line HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,1.3,1.8,29.0,41.0
2402,Peugeot 3008 3008 GT Line HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,30.0,31.0,1.3,1.3
2403,Peugeot 3008 3008 GT Line HYBRID 225 e-EAT8,Híbridos enchufables,M1,2297.0,175.0,80.0,60.0,11.8,1.3,1.8,29.0,41.0
2404,Peugeot 3008 3008 GT Line HYBRID 225 e-EAT8,Híbridos enchufables,M1,2297.0,175.0,80.0,60.0,11.8,30.0,31.0,1.3,1.3
2405,Peugeot 3008 3008 GT Line HYBRID 300 e-EAT8,Híbridos enchufables,M1,2330.0,174.0,160.0,62.0,13.2,29.0,30.0,1.3,1.3
2406,Peugeot 3008 3008 GT Line HYBRID 300 e-EAT8,Híbridos enchufables,M1,2330.0,174.0,160.0,62.0,13.2,1.3,1.8,29.0,41.0
2407,Peugeot 3008 3008 GT Line HYBRID 300 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,29.0,30.0,1.3,1.3
2408,Peugeot 3008 3008 GT Line HYBRID 300 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,1.3,1.8,29.0,41.0
2409,Peugeot 3008 3008 GT Pack HYBRID 225 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,1.3,1.8,29.0,41.0
2410,Peugeot 3008 3008 GT Pack HYBRID 300 e-EAT8,Híbridos enchufables,M1,2270.0,174.0,80.0,40.0,11.8,1.3,1.8,29.0,41.0
2411,Peugeot 3008 3008 GT Pack PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,17.4,81.0,53.0,13.2,1.3,1.8,29.0,41.0
2412,Peugeot 3008 3008 GT Pack PLUG-IN HYBRID4 300 e-EAT8,Híbridos enchufables,M1,2350.0,17.4,164.0,55.0,13.2,1.2,1.7,28.0,39.0
2413,Peugeot 3008 3008 GT PLUG-IN HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,17.4,81.0,53.0,13.2,1.3,1.8,29.0,41.0
2414,Peugeot 3008 3008 GT PLUG-IN HYBRID4 300 e-EAT8,Híbridos enchufables,M1,2350.0,17.4,164.0,55.0,13.2,1.2,1.7,28.0,39.0
2415,Peugeot 3008 3008 Roadtrip HYBRID 225 e-EAT8,Híbridos enchufables,M1,2290.0,14.7,80.0,40.0,11.8,4.6,5.6,122.0,148.0
2416,Peugeot 3008 3008 Roadtrip HYBRID 300 e-EAT8,Híbridos enchufables,M1,2350.0,14.7,80.0,40.0,11.8,1.2,1.7,28.0,39.0
2417,Peugeot 308 5P Active Pack PLUG-IN HYBRID 180 eEAT8,Híbridos enchufables,M1,2120.0,14.7,80.0,60.0,12.4,1.4,1.4,31.0,31.0
